Title,Publication Year,Journal Name,DOI
Urban flood vulnerability Knowledge-Graph based on remote sensing and textual bimodal data fusion,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131010
A comprehensive assessment indicator of the water-energy-food nexus system based on the material consumption relationship,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130997
"Relationship among runoff, soil erosion, and rill morphology on slopes of overburdened stockpiles under simulated rainfall",2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130991
Trajectory in water scarcity and potential water savings benefits in the Yellow River basin,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130998
Assessing the impact of drought on water cycling in urban trees via in-situ isotopic monitoring of plant xylem water,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131020
Modeling of flow and transport in multiscale digital rocks aided by grid coarsening of microporous domains,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131003
A hybrid framework based on LSTM for predicting karst spring discharge using historical data,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130946
Effects of hydropeaking by an upstream dam on thermal mixing in a riverine lake,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130992
BDFLUX: A new bounded domain model for quantifying vertical fluxes in streambeds using heat as a tracer,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130981
A comprehensive assessment and comparison of the impacts of storage parameters on solute transport in streams using a novel framework,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130873
Utilizing machine learning and CMIP6 projections for short-term agricultural drought monitoring in central Europe (1900–2100),2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130968
Geochemistry characteristics of sediment phosphorus in a typical area prone to deposition in the Three Gorges Reservoir,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101728
Continuous shallow groundwater decline and accidental extreme precipitation control the soil nitrate leaching of a well-irrigated area in the North China Plain,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101727
"Influence of Pleistocene glacial deposits on the transport of agricultural nitrate in the river Wensum catchment, UK",2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130982
Effects of beach nourishment on seawater intrusion in layered heterogeneous aquifers,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131018
Hydrodynamic response of a large river–lake system under flow regulation: A numerical study of Hongze lake,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131015
Changed evapotranspiration and its components induced by greening vegetation in the Three Rivers Source of the Tibetan Plateau,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130970
Improving river medium–high flow estimation by CM Hierarchical Classification (CMHC) method using Sentinel-2 imagery,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130990
Prior-Guided gated convolutional networks for rainstorm forecasting,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130962
"Integrating SWAP and SIF anomaly to assess the responses of vegetation to the drought-flood abrupt alternation in the middle and lower reaches of the Yangtze River basin, China",2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101726
Improving estimation capacity of a hybrid model of LSTM and SWAT by reducing parameter uncertainty,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130942
Combining groundwater and game-theoretical models for determining the sustainable yield in a heavily stressed aquifer system,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130965
Development of an intelligent system for early forecasting and modelling of flood situation on the example of the Republic of Bashkortostan using a proprietary machine and deep learning library,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130978
Investigation into the long-term response of vegetation to dam operation in a large river using Landsat time-series data,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130977
Estimating spatiotemporal pumping amounts using multiple signal decomposition methods,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130856
Physics-informed neural network for solution of forward and inverse kinematic wave problems,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130934
Characterizing the drought events in Yangtze River basin via the insight view of its sub-basins water storage variations,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130995
The importance of climate and anthropogenic influence in precipitation partitioning in the contiguous United States,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130984
Hydrogen isotope records of long-chain alkanes from the monsoon boundary zone over the last 2400 years in North China,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131008
Testing the reproducibility of active-distributed temperature sensing for measuring groundwater specific discharge beneath a braided river,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130877
Identifying the influence of episodic events on groundwater recharge in semi-arid environments using environmental tracers,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130848
Water quality monitoring of large reservoirs in China based on water color change from 1999 to 2021,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130988
Three-dimensional visualization of Rayleigh–Bénard convection in porous media,2024,Advances in Water Resources,10.1016/j.advwatres.2024.104666
Ground cover management improves orchard soil moisture content: A global meta-analysis,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130710
"Nonstationary recharge responses to a drying climate in the Gnangara Groundwater System, Western Australia",2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131007
Investigation of REV scale and anisotropy for 2D permeable fracture Networks: The role of geological entropy,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130980
Identification of solute transport parameters in fractured granites with heterogeneous apertures,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130938
Quantifying time-variant travel time distribution and internal mixing by multi-fidelity model under nonstationary hydrologic conditions,2024,Advances in Water Resources,10.1016/j.advwatres.2024.104662
Exploring a spatiotemporal hetero graph-based long short-term memory model for multi-step-ahead flood forecasting,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130937
Development and application of a comprehensive assessment method of regional flood disaster risk based on a refined random forest model using beluga whale optimization,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130963
"Towards sustainable groundwater development with effective measures under future climate change in Beijing Plain, China",2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130951
Saltmarshes as selective nutrient filters: Insights from groundwater-derived nutrient exchange,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130945
"Trade-off and synergy analysis between hydropower generation and irrigation development in the Abbay River Basin, Ethiopia",2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101723
"Comprehensive comparison of LSTM and VIC model in river ecohydrological regimes alteration attribution: A case study in Laohahe basin, China",2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101722
Measuring pore water velocities and dynamic contact angles at unstable wetting fronts,2024,Advances in Water Resources,10.1016/j.advwatres.2024.104661
The Australian public's preferences for further environmental and cultural water recovery options in the Murray-Darling Basin,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130983
Suitability of ERA5-Land reanalysis dataset for hydrological modelling in the Alpine region,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101718
High-resolution land surface modeling of the irrigation effects on evapotranspiration over the Yellow River basin,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130986
The intercomparison of six 0.1°×0.1° spatial resolution evapotranspiration products across mainland China,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130949
Evaluation of the contributions of climate change and overgrazing to runoff in a typical grassland inland river basin,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101725
"Machine learning facilitates connections between soil thermal conductivity, soil water content, and soil matric potential",2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130950
Assessment of non-linear models based on regional frequency analysis for estimation of hydrological quantiles at ungauged sites in South Korea,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101713
Analyzing urban form influence on pluvial flooding via numerical experiments using random slices of actual city data,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130916
Determining the response of ecological drought to meteorological and groundwater droughts in Northwest China using a spatio-temporal matching method,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130753
Remote sensing and hydrogeophysics give a new impetus to integrated hydrological models: A review,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130901
Potential of ground-penetrating radar to calibrate electromagnetic induction for shallow soil water content estimation,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130957
Impacts of the Grand Ethiopian Renaissance Dam on the Nile River's downstream reservoirs,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130952
Estimation of Infiltration Parameters: The Role of Pedotransfer Functions and Initial Moisture Conditions,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130954
Temporal shift of hydroclimatic regime and its influence on migration of a high latitude meandering river,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130935
Calibration of saline water quality assessment standard based on EC and CROSS considering soil water-salt transport and crack formation,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.130975
Runoff simulation driven by multi-source satellite data based on hydrological mechanism algorithm and deep learning network,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101720
An efficient fully Crouzeix-Raviart finite element model for coupled hydro-mechanical processes in variably saturated porous media,2024,Advances in Water Resources,10.1016/j.advwatres.2024.104663
